"t" "date" "time" "comments" "neg" "pos" "emo"
"2753" 2753 "2012-08-09" "08:44:00" 375 -1.5333 2.4853 0.952
"2754" 2754 "2012-08-09" "08:59:00" 426 -1.5023 2.5728 1.0704
"2755" 2755 "2012-08-09" "09:14:00" 383 -1.4282 2.4804 1.0522
"2756" 2756 "2012-08-09" "09:29:00" 430 -1.4488 2.4512 1.0023
"2757" 2757 "2012-08-09" "09:44:00" 419 -1.4368 2.4511 1.0143
"2758" 2758 "2012-08-09" "09:59:00" 490 -1.4245 2.451 1.0265
"2759" 2759 "2012-08-09" "10:14:00" 453 -1.5497 2.4106 0.8609
"2760" 2760 "2012-08-09" "10:29:00" 431 -1.5383 2.4014 0.8631
"2761" 2761 "2012-08-09" "10:44:00" 466 -1.4378 2.4764 1.0386
"2762" 2762 "2012-08-09" "10:59:00" 482 -1.5166 2.4191 0.9025
"2763" 2763 "2012-08-09" "11:14:00" 502 -1.4203 2.4382 1.0179
"2764" 2764 "2012-08-09" "11:29:00" 467 -1.4861 2.4197 0.9336
"2765" 2765 "2012-08-09" "11:44:00" 456 -1.5285 2.3728 0.8443
"2766" 2766 "2012-08-09" "11:59:00" 399 -1.5714 2.3358 0.7644
"2767" 2767 "2012-08-09" "12:14:00" 394 -1.5381 2.3807 0.8426
"2768" 2768 "2012-08-09" "12:29:00" 410 -1.5098 2.4146 0.9049
"2769" 2769 "2012-08-09" "12:44:00" 413 -1.5351 2.3584 0.8232
"2770" 2770 "2012-08-09" "12:59:00" 390 -1.5897 2.3308 0.741
"2771" 2771 "2012-08-09" "13:14:00" 524 -1.6069 2.3302 0.7233
"2772" 2772 "2012-08-09" "13:29:00" 424 -1.5212 2.4104 0.8892
"2773" 2773 "2012-08-09" "13:44:00" 406 -1.5961 2.3768 0.7808
"2774" 2774 "2012-08-09" "13:59:00" 505 -1.6198 2.3703 0.7505
"2775" 2775 "2012-08-09" "14:14:00" 732 -1.5369 2.3893 0.8525
"2776" 2776 "2012-08-09" "14:29:00" 799 -1.5695 2.3079 0.7384
"2777" 2777 "2012-08-09" "14:44:00" 671 -1.5276 2.4441 0.9165
"2778" 2778 "2012-08-09" "14:59:00" 642 -1.5312 2.419 0.8879
"2779" 2779 "2012-08-09" "15:14:00" 903 -1.3765 2.8106 1.4341
"2780" 2780 "2012-08-09" "15:29:00" 660 -1.4333 2.5485 1.1152
"2781" 2781 "2012-08-09" "15:44:00" 1059 -1.4193 2.6261 1.2068
"2782" 2782 "2012-08-09" "15:59:00" 1284 -1.3458 2.9026 1.5569
"2783" 2783 "2012-08-09" "16:14:00" 936 -1.4092 2.7415 1.3323
"2784" 2784 "2012-08-09" "16:29:00" 993 -1.4149 2.6596 1.2447
"2785" 2785 "2012-08-09" "16:44:00" 661 -1.4856 2.5038 1.0182
"2786" 2786 "2012-08-09" "16:59:00" 718 -1.3663 2.5822 1.2159
"2787" 2787 "2012-08-09" "17:14:00" 594 -1.4714 2.5606 1.0892
"2788" 2788 "2012-08-09" "17:29:00" 510 -1.4961 2.4627 0.9667
"2789" 2789 "2012-08-09" "17:44:00" 547 -1.4753 2.4717 0.9963
"2790" 2790 "2012-08-09" "17:59:00" 486 -1.537 2.4979 0.9609
"2791" 2791 "2012-08-09" "18:14:00" 579 -1.6062 2.399 0.7927
"2792" 2792 "2012-08-09" "18:29:00" 535 -1.4654 2.4206 0.9551
"2793" 2793 "2012-08-09" "18:44:00" 585 -1.5641 2.3761 0.812
"2794" 2794 "2012-08-09" "18:59:00" 517 -1.472 2.4333 0.9613
"2795" 2795 "2012-08-09" "19:14:00" 883 -1.4032 2.5561 1.1529
"2796" 2796 "2012-08-09" "19:29:00" 745 -1.5436 2.451 0.9074
"2797" 2797 "2012-08-09" "19:44:00" 856 -1.639 2.3738 0.7348
"2798" 2798 "2012-08-09" "19:59:00" 1462 -1.4576 2.3728 0.9152
"2799" 2799 "2012-08-09" "20:14:00" 1593 -1.4532 2.4495 0.9962
"2800" 2800 "2012-08-09" "20:29:00" 1182 -1.4213 2.5 1.0787
"2801" 2801 "2012-08-09" "20:44:00" 1019 -1.4583 2.6202 1.1619
"2802" 2802 "2012-08-09" "20:59:00" 742 -1.6105 2.4407 0.8302
"2803" 2803 "2012-08-09" "21:14:00" 750 -1.5307 2.4733 0.9427
"2804" 2804 "2012-08-09" "21:29:00" 704 -1.4801 2.446 0.9659
"2805" 2805 "2012-08-09" "21:44:00" 1182 -1.3316 2.9332 1.6015
"2806" 2806 "2012-08-09" "21:59:00" 782 -1.4604 2.6253 1.165
"2807" 2807 "2012-08-09" "22:14:00" 773 -1.414 2.6145 1.2005
"2808" 2808 "2012-08-09" "22:29:00" 564 -1.4929 2.656 1.1631
"2809" 2809 "2012-08-09" "22:44:00" 550 -1.5291 2.5 0.9709
"2810" 2810 "2012-08-09" "22:59:00" 445 -1.564 2.5393 0.9753
"2811" 2811 "2012-08-09" "23:14:00" 306 -1.5915 2.5327 0.9412
"2812" 2812 "2012-08-09" "23:29:00" 300 -1.4867 2.56 1.0733
"2813" 2813 "2012-08-09" "23:44:00" 236 -1.5127 2.3771 0.8644
"2814" 2814 "2012-08-09" "23:59:00" 201 -1.5522 2.3781 0.8259
"2815" 2815 "2012-08-10" "00:14:00" 180 -1.5222 2.4556 0.9333
"2816" 2816 "2012-08-10" "00:29:00" 135 -1.5852 2.3259 0.7407
"2817" 2817 "2012-08-10" "00:44:00" 146 -1.6301 2.3973 0.7671
"2818" 2818 "2012-08-10" "00:59:00" 118 -1.4661 2.5254 1.0593
"2819" 2819 "2012-08-10" "01:14:00" 84 -1.5 2.3214 0.8214
"2820" 2820 "2012-08-10" "01:29:00" 93 -1.5376 2.4839 0.9462
"2821" 2821 "2012-08-10" "01:44:00" 65 -1.4923 2.3846 0.8923
"2822" 2822 "2012-08-10" "01:59:00" 57 -1.6842 2.5088 0.8246
"2823" 2823 "2012-08-10" "02:14:00" 64 -1.4844 2.1094 0.625
"2824" 2824 "2012-08-10" "02:29:00" 61 -1.8525 2.0656 0.2131
"2825" 2825 "2012-08-10" "02:44:00" 47 -1.6383 2.383 0.7447
"2826" 2826 "2012-08-10" "02:59:00" 29 -1.3103 2.4828 1.1724
"2827" 2827 "2012-08-10" "03:14:00" 51 -1.451 2.3137 0.8627
"2828" 2828 "2012-08-10" "03:29:00" 39 -1.4103 2.3077 0.8974
"2829" 2829 "2012-08-10" "03:44:00" 57 -1.6491 2.3333 0.6842
"2830" 2830 "2012-08-10" "03:59:00" 58 -1.5172 2.2931 0.7759
"2831" 2831 "2012-08-10" "04:14:00" 51 -1.3922 2.4118 1.0196
"2832" 2832 "2012-08-10" "04:29:00" 64 -1.5625 2.2188 0.6563
"2833" 2833 "2012-08-10" "04:44:00" 42 -1.4762 2.2619 0.7857
"2834" 2834 "2012-08-10" "04:59:00" 50 -1.72 2.48 0.76
"2835" 2835 "2012-08-10" "05:14:00" 57 -1.5614 2.4561 0.8947
"2836" 2836 "2012-08-10" "05:29:00" 55 -1.4727 2.4364 0.9636
"2837" 2837 "2012-08-10" "05:44:00" 60 -1.4833 2.5333 1.05
"2838" 2838 "2012-08-10" "05:59:00" 102 -1.5 2.5196 1.0196
"2839" 2839 "2012-08-10" "06:14:00" 121 -1.5702 2.5537 0.9835
"2840" 2840 "2012-08-10" "06:29:00" 159 -1.4906 2.6101 1.1195
"2841" 2841 "2012-08-10" "06:44:00" 168 -1.4226 2.5417 1.119
"2842" 2842 "2012-08-10" "06:59:00" 202 -1.4406 2.5545 1.1139
"2843" 2843 "2012-08-10" "07:14:00" 243 -1.4527 2.5185 1.0658
"2844" 2844 "2012-08-10" "07:29:00" 301 -1.495 2.5282 1.0332
"2845" 2845 "2012-08-10" "07:44:00" 277 -1.4152 2.5848 1.1697
"2846" 2846 "2012-08-10" "07:59:00" 367 -1.4768 2.6213 1.1444
"2847" 2847 "2012-08-10" "08:14:00" 329 -1.4802 2.5653 1.0851
"2848" 2848 "2012-08-10" "08:29:00" 400 -1.3675 2.5225 1.155
"2849" 2849 "2012-08-10" "08:44:00" 486 -1.4362 2.5329 1.0967
"2850" 2850 "2012-08-10" "08:59:00" 458 -1.5197 2.4847 0.9651
"2851" 2851 "2012-08-10" "09:14:00" 439 -1.4556 2.4442 0.9886
"2852" 2852 "2012-08-10" "09:29:00" 451 -1.5477 2.4279 0.8803
"2853" 2853 "2012-08-10" "09:44:00" 424 -1.5259 2.4292 0.9033
"2854" 2854 "2012-08-10" "09:59:00" 440 -1.5 2.4432 0.9432
"2855" 2855 "2012-08-10" "10:14:00" 494 -1.5324 2.4656 0.9332
"2856" 2856 "2012-08-10" "10:29:00" 447 -1.5257 2.4631 0.9374
"2857" 2857 "2012-08-10" "10:44:00" 439 -1.4761 2.4533 0.9772
"2858" 2858 "2012-08-10" "10:59:00" 483 -1.5197 2.4099 0.8903
"2859" 2859 "2012-08-10" "11:14:00" 412 -1.4612 2.4515 0.9903
"2860" 2860 "2012-08-10" "11:29:00" 458 -1.5197 2.3908 0.8712
"2861" 2861 "2012-08-10" "11:44:00" 514 -1.3911 2.4261 1.035
"2862" 2862 "2012-08-10" "11:59:00" 410 -1.422 2.4878 1.0659
"2863" 2863 "2012-08-10" "12:14:00" 445 -1.4809 2.3933 0.9124
"2864" 2864 "2012-08-10" "12:29:00" 414 -1.5097 2.4227 0.913
"2865" 2865 "2012-08-10" "12:44:00" 432 -1.5185 2.4028 0.8843
"2866" 2866 "2012-08-10" "12:59:00" 422 -1.4976 2.5355 1.0379
"2867" 2867 "2012-08-10" "13:14:00" 445 -1.6787 2.3213 0.6427
"2868" 2868 "2012-08-10" "13:29:00" 452 -1.5088 2.3296 0.8208
"2869" 2869 "2012-08-10" "13:44:00" 515 -1.4932 2.3631 0.8699
"2870" 2870 "2012-08-10" "13:59:00" 415 -1.4602 2.5012 1.041
"2871" 2871 "2012-08-10" "14:14:00" 520 -1.4577 2.3423 0.8846
"2872" 2872 "2012-08-10" "14:29:00" 519 -1.5395 2.3044 0.7649
"2873" 2873 "2012-08-10" "14:44:00" 563 -1.5737 2.4227 0.849
"2874" 2874 "2012-08-10" "14:59:00" 559 -1.5564 2.2898 0.7335
"2875" 2875 "2012-08-10" "15:14:00" 498 -1.496 2.4659 0.9699
"2876" 2876 "2012-08-10" "15:29:00" 511 -1.4795 2.4814 1.002
"2877" 2877 "2012-08-10" "15:44:00" 585 -1.588 2.3521 0.7641
"2878" 2878 "2012-08-10" "15:59:00" 704 -1.5028 2.3963 0.8935
"2879" 2879 "2012-08-10" "16:14:00" 461 -1.4425 2.4447 1.0022
"2880" 2880 "2012-08-10" "16:29:00" 443 -1.465 2.4063 0.9413
"2881" 2881 "2012-08-10" "16:44:00" 484 -1.5 2.4979 0.9979
"2882" 2882 "2012-08-10" "16:59:00" 466 -1.5408 2.3777 0.8369
"2883" 2883 "2012-08-10" "17:14:00" 417 -1.5132 2.4125 0.8993
"2884" 2884 "2012-08-10" "17:29:00" 441 -1.4603 2.4286 0.9683
"2885" 2885 "2012-08-10" "17:44:00" 442 -1.5023 2.4231 0.9208
"2886" 2886 "2012-08-10" "17:59:00" 499 -1.4088 2.515 1.1062
"2887" 2887 "2012-08-10" "18:14:00" 807 -1.3321 2.5291 1.197
"2888" 2888 "2012-08-10" "18:29:00" 638 -1.3605 2.3683 1.0078
"2889" 2889 "2012-08-10" "18:44:00" 641 -1.4867 2.2839 0.7972
"2890" 2890 "2012-08-10" "18:59:00" 965 -1.7596 2.1347 0.3751
"2891" 2891 "2012-08-10" "19:14:00" 708 -1.5791 2.2528 0.6737
"2892" 2892 "2012-08-10" "19:29:00" 709 -1.5388 2.3286 0.7898
"2893" 2893 "2012-08-10" "19:44:00" 838 -1.4666 2.3878 0.9212
"2894" 2894 "2012-08-10" "19:59:00" 726 -1.5179 2.4118 0.8939
"2895" 2895 "2012-08-10" "20:14:00" 785 -1.6038 2.3185 0.7146
"2896" 2896 "2012-08-10" "20:29:00" 672 -1.5699 2.3318 0.7619
"2897" 2897 "2012-08-10" "20:44:00" 710 -1.6197 2.3423 0.7225
"2898" 2898 "2012-08-10" "20:59:00" 667 -1.5547 2.4483 0.8936
"2899" 2899 "2012-08-10" "21:14:00" 713 -1.5358 2.352 0.8163
"2900" 2900 "2012-08-10" "21:29:00" 615 -1.4699 2.5252 1.0553
"2901" 2901 "2012-08-10" "21:44:00" 496 -1.6028 2.4173 0.8145
"2902" 2902 "2012-08-10" "21:59:00" 465 -1.6731 2.4323 0.7591
"2903" 2903 "2012-08-10" "22:14:00" 455 -1.6396 2.3275 0.6879
"2904" 2904 "2012-08-10" "22:29:00" 542 -1.5572 2.5498 0.9926
"2905" 2905 "2012-08-10" "22:44:00" 348 -1.4828 2.4368 0.954
"2906" 2906 "2012-08-10" "22:59:00" 307 -1.5179 2.4723 0.9544
"2907" 2907 "2012-08-10" "23:14:00" 317 -1.6057 2.4543 0.8486
"2908" 2908 "2012-08-10" "23:29:00" 206 -1.6214 2.3204 0.699
"2909" 2909 "2012-08-10" "23:44:00" 196 -1.602 2.3061 0.7041
"2910" 2910 "2012-08-10" "23:59:00" 185 -1.7514 2.3081 0.5568
"2911" 2911 "2012-08-11" "00:14:00" 150 -1.7 2.2867 0.5867
"2912" 2912 "2012-08-11" "00:29:00" 116 -1.5603 2.3707 0.8103
"2913" 2913 "2012-08-11" "00:44:00" 105 -1.581 2.4476 0.8667
"2914" 2914 "2012-08-11" "00:59:00" 100 -1.49 2.38 0.89
"2915" 2915 "2012-08-11" "01:14:00" 79 -1.4557 2.3924 0.9367
"2916" 2916 "2012-08-11" "01:29:00" 72 -1.625 2.1944 0.5694
"2917" 2917 "2012-08-11" "01:44:00" 64 -1.8438 2.2344 0.3906
"2918" 2918 "2012-08-11" "01:59:00" 61 -1.5574 2.2623 0.7049
"2919" 2919 "2012-08-11" "02:14:00" 62 -1.5806 2.129 0.5484
"2920" 2920 "2012-08-11" "02:29:00" 46 -1.4783 2.2174 0.7391
"2921" 2921 "2012-08-11" "02:44:00" 44 -1.6364 2.2273 0.5909
"2922" 2922 "2012-08-11" "02:59:00" 49 -1.3673 2.4286 1.0612
"2923" 2923 "2012-08-11" "03:14:00" 40 -1.625 2.275 0.65
"2924" 2924 "2012-08-11" "03:29:00" 34 -1.5882 2.1471 0.5588
"2925" 2925 "2012-08-11" "03:44:00" 37 -1.6757 2.1892 0.5135
"2926" 2926 "2012-08-11" "03:59:00" 28 -1.5357 2.3214 0.7857
"2927" 2927 "2012-08-11" "04:14:00" 25 -1.52 2.48 0.96
"2928" 2928 "2012-08-11" "04:29:00" 26 -1.7692 2.3462 0.5769
"2929" 2929 "2012-08-11" "04:44:00" 28 -1.4286 2.4286 1
"2930" 2930 "2012-08-11" "04:59:00" 24 -1.75 2.0833 0.3333
"2931" 2931 "2012-08-11" "05:14:00" 41 -1.4146 2.3171 0.9024
"2932" 2932 "2012-08-11" "05:29:00" 39 -1.3077 2.3333 1.0256
"2933" 2933 "2012-08-11" "05:44:00" 48 -1.4583 2.5417 1.0833
"2934" 2934 "2012-08-11" "05:59:00" 68 -1.2941 2.4265 1.1324
"2935" 2935 "2012-08-11" "06:14:00" 78 -1.5 2.3718 0.8718
"2936" 2936 "2012-08-11" "06:29:00" 66 -1.5303 2.3939 0.8636
"2937" 2937 "2012-08-11" "06:44:00" 109 -1.4954 2.3853 0.8899
"2938" 2938 "2012-08-11" "06:59:00" 113 -1.5575 2.4513 0.8938
"2939" 2939 "2012-08-11" "07:14:00" 173 -1.6127 2.3931 0.7803
"2940" 2940 "2012-08-11" "07:29:00" 209 -1.4689 2.4785 1.0096
"2941" 2941 "2012-08-11" "07:44:00" 190 -1.5368 2.4053 0.8684
"2942" 2942 "2012-08-11" "07:59:00" 218 -1.6284 2.4174 0.789
"2943" 2943 "2012-08-11" "08:14:00" 326 -1.5429 2.3988 0.8558
"2944" 2944 "2012-08-11" "08:29:00" 314 -1.5318 2.3981 0.8662
"2945" 2945 "2012-08-11" "08:44:00" 445 -1.3034 2.8022 1.4989
"2946" 2946 "2012-08-11" "08:59:00" 595 -1.4 2.6319 1.2319
"2947" 2947 "2012-08-11" "09:14:00" 601 -1.4875 2.376 0.8885
"2948" 2948 "2012-08-11" "09:29:00" 605 -1.5405 2.4165 0.876
"2949" 2949 "2012-08-11" "09:44:00" 565 -1.4743 2.3611 0.8867
"2950" 2950 "2012-08-11" "09:59:00" 641 -1.4758 2.39 0.9142
"2951" 2951 "2012-08-11" "10:14:00" 527 -1.4858 2.3435 0.8577
"2952" 2952 "2012-08-11" "10:29:00" 600 -1.47 2.415 0.945
"2953" 2953 "2012-08-11" "10:44:00" 587 -1.46 2.356 0.8961
"2954" 2954 "2012-08-11" "10:59:00" 672 -1.442 2.4152 0.9732
"2955" 2955 "2012-08-11" "11:14:00" 743 -1.5384 2.3742 0.8358
"2956" 2956 "2012-08-11" "11:29:00" 531 -1.467 2.42 0.9529
"2957" 2957 "2012-08-11" "11:44:00" 536 -1.5709 2.4086 0.8377
"2958" 2958 "2012-08-11" "11:59:00" 503 -1.5805 2.3877 0.8072
"2959" 2959 "2012-08-11" "12:14:00" 441 -1.4762 2.3991 0.9229
"2960" 2960 "2012-08-11" "12:29:00" 401 -1.4763 2.4613 0.985
"2961" 2961 "2012-08-11" "12:44:00" 405 -1.4198 2.5531 1.1333
"2962" 2962 "2012-08-11" "12:59:00" 382 -1.4424 2.5157 1.0733
"2963" 2963 "2012-08-11" "13:14:00" 431 -1.4385 2.5754 1.1369
"2964" 2964 "2012-08-11" "13:29:00" 395 -1.4709 2.438 0.9671
"2965" 2965 "2012-08-11" "13:44:00" 443 -1.4876 2.3499 0.8623
"2966" 2966 "2012-08-11" "13:59:00" 415 -1.4892 2.3687 0.8795
"2967" 2967 "2012-08-11" "14:14:00" 515 -1.433 2.365 0.932
"2968" 2968 "2012-08-11" "14:29:00" 373 -1.5228 2.2064 0.6836
"2969" 2969 "2012-08-11" "14:44:00" 456 -1.5219 2.3289 0.807
"2970" 2970 "2012-08-11" "14:59:00" 376 -1.6862 2.2979 0.6117
"2971" 2971 "2012-08-11" "15:14:00" 412 -1.4879 2.3738 0.8859
"2972" 2972 "2012-08-11" "15:29:00" 365 -1.5863 2.3315 0.7452
"2973" 2973 "2012-08-11" "15:44:00" 506 -1.581 2.2964 0.7154
"2974" 2974 "2012-08-11" "15:59:00" 659 -1.607 2.4401 0.8331
"2975" 2975 "2012-08-11" "16:14:00" 441 -1.5488 2.4286 0.8798
"2976" 2976 "2012-08-11" "16:29:00" 389 -1.5758 2.4113 0.8355
"2977" 2977 "2012-08-11" "16:44:00" 421 -1.4869 2.4608 0.9739
"2978" 2978 "2012-08-11" "16:59:00" 403 -1.5906 2.2779 0.6873
"2979" 2979 "2012-08-11" "17:14:00" 372 -1.5457 2.4113 0.8656
"2980" 2980 "2012-08-11" "17:29:00" 409 -1.5061 2.3643 0.8582
"2981" 2981 "2012-08-11" "17:44:00" 442 -1.5181 2.3869 0.8688
"2982" 2982 "2012-08-11" "17:59:00" 514 -1.4514 2.3988 0.9475
"2983" 2983 "2012-08-11" "18:14:00" 432 -1.5231 2.4028 0.8796
"2984" 2984 "2012-08-11" "18:29:00" 711 -1.4065 2.4374 1.0309
"2985" 2985 "2012-08-11" "18:44:00" 870 -1.308 2.254 0.946
"2986" 2986 "2012-08-11" "18:59:00" 1285 -1.3089 2.877 1.5681
"2987" 2987 "2012-08-11" "19:14:00" 1679 -1.4229 2.7111 1.2883
"2988" 2988 "2012-08-11" "19:29:00" 1281 -1.4325 2.6253 1.1928
"2989" 2989 "2012-08-11" "19:44:00" 1256 -1.4475 2.4682 1.0207
"2990" 2990 "2012-08-11" "19:59:00" 1296 -1.4869 2.3565 0.8696
"2991" 2991 "2012-08-11" "20:14:00" 1762 -1.4506 2.5528 1.1022
"2992" 2992 "2012-08-11" "20:29:00" 1313 -1.4692 2.4966 1.0274
"2993" 2993 "2012-08-11" "20:44:00" 1859 -1.4594 2.4077 0.9484
"2994" 2994 "2012-08-11" "20:59:00" 2009 -1.4555 2.5062 1.0508
"2995" 2995 "2012-08-11" "21:14:00" 1135 -1.4511 2.77 1.3189
"2996" 2996 "2012-08-11" "21:29:00" 1489 -1.6031 2.6326 1.0296
"2997" 2997 "2012-08-11" "21:44:00" 1211 -1.4988 2.6168 1.1181
"2998" 2998 "2012-08-11" "21:59:00" 1116 -1.4982 2.56 1.0618
"2999" 2999 "2012-08-11" "22:14:00" 989 -1.5015 2.5713 1.0698
"3000" 3000 "2012-08-11" "22:29:00" 926 -1.5464 2.4806 0.9341
"3001" 3001 "2012-08-11" "22:44:00" 633 -1.4834 2.5308 1.0474
"3002" 3002 "2012-08-11" "22:59:00" 732 -1.597 2.582 0.985
"3003" 3003 "2012-08-11" "23:14:00" 693 -1.6378 2.5281 0.8903
"3004" 3004 "2012-08-11" "23:29:00" 535 -1.5907 2.6131 1.0224
"3005" 3005 "2012-08-11" "23:44:00" 511 -1.5538 2.501 0.9472
"3006" 3006 "2012-08-11" "23:59:00" 418 -1.5981 2.4809 0.8828
"3007" 3007 "2012-08-12" "00:14:00" 333 -1.5586 2.4354 0.8769
"3008" 3008 "2012-08-12" "00:29:00" 270 -1.637 2.4741 0.837
"3009" 3009 "2012-08-12" "00:44:00" 205 -1.5415 2.4244 0.8829
"3010" 3010 "2012-08-12" "00:59:00" 147 -1.551 2.2993 0.7483
"3011" 3011 "2012-08-12" "01:14:00" 139 -1.446 2.554 1.1079
"3012" 3012 "2012-08-12" "01:29:00" 132 -1.5758 2.2803 0.7045
"3013" 3013 "2012-08-12" "01:44:00" 95 -1.5053 2.5263 1.0211
"3014" 3014 "2012-08-12" "01:59:00" 110 -1.5727 2.3727 0.8
"3015" 3015 "2012-08-12" "02:14:00" 91 -1.5165 2.2747 0.7582
"3016" 3016 "2012-08-12" "02:29:00" 87 -1.5517 2.2874 0.7356
"3017" 3017 "2012-08-12" "02:44:00" 102 -1.4412 2.4314 0.9902
"3018" 3018 "2012-08-12" "02:59:00" 97 -1.4948 2.3918 0.8969
"3019" 3019 "2012-08-12" "03:14:00" 69 -1.6667 2.3043 0.6377
"3020" 3020 "2012-08-12" "03:29:00" 84 -1.6548 2.369 0.7143
"3021" 3021 "2012-08-12" "03:44:00" 65 -1.7385 2.2769 0.5385
"3022" 3022 "2012-08-12" "03:59:00" 48 -1.7083 2.375 0.6667
"3023" 3023 "2012-08-12" "04:14:00" 55 -1.4909 2.3636 0.8727
"3024" 3024 "2012-08-12" "04:29:00" 45 -1.5333 2.2889 0.7556
"3025" 3025 "2012-08-12" "04:44:00" 40 -1.75 2.45 0.7
"3026" 3026 "2012-08-12" "04:59:00" 49 -1.6122 2.449 0.8367
"3027" 3027 "2012-08-12" "05:14:00" 51 -1.5098 2.2353 0.7255
"3028" 3028 "2012-08-12" "05:29:00" 59 -1.6271 2.339 0.7119
"3029" 3029 "2012-08-12" "05:44:00" 95 -1.5789 2.3684 0.7895
"3030" 3030 "2012-08-12" "05:59:00" 114 -1.6228 2.1228 0.5
"3031" 3031 "2012-08-12" "06:14:00" 120 -1.525 2.4333 0.9083
"3032" 3032 "2012-08-12" "06:29:00" 136 -1.4632 2.4559 0.9926
"3033" 3033 "2012-08-12" "06:44:00" 169 -1.4675 2.432 0.9645
"3034" 3034 "2012-08-12" "06:59:00" 193 -1.6269 2.5699 0.943
"3035" 3035 "2012-08-12" "07:14:00" 213 -1.4695 2.5822 1.1127
"3036" 3036 "2012-08-12" "07:29:00" 274 -1.4745 2.5109 1.0365
"3037" 3037 "2012-08-12" "07:44:00" 288 -1.4965 2.4896 0.9931
"3038" 3038 "2012-08-12" "07:59:00" 392 -1.4515 2.5102 1.0587
"3039" 3039 "2012-08-12" "08:14:00" 457 -1.744 2.4814 0.7374
"3040" 3040 "2012-08-12" "08:29:00" 549 -1.6922 2.3916 0.6995
"3041" 3041 "2012-08-12" "08:44:00" 523 -1.5545 2.5277 0.9732
"3042" 3042 "2012-08-12" "08:59:00" 472 -1.5403 2.4576 0.9174
"3043" 3043 "2012-08-12" "09:14:00" 591 -1.6125 2.4315 0.819
"3044" 3044 "2012-08-12" "09:29:00" 549 -1.5647 2.4809 0.9162
"3045" 3045 "2012-08-12" "09:44:00" 645 -1.5876 2.3922 0.8047
"3046" 3046 "2012-08-12" "09:59:00" 692 -1.5275 2.4971 0.9697
"3047" 3047 "2012-08-12" "10:14:00" 731 -1.5431 2.4487 0.9056
"3048" 3048 "2012-08-12" "10:29:00" 609 -1.6125 2.3875 0.775
"3049" 3049 "2012-08-12" "10:44:00" 578 -1.6159 2.4498 0.8339
"3050" 3050 "2012-08-12" "10:59:00" 651 -1.5346 2.467 0.9324
"3051" 3051 "2012-08-12" "11:14:00" 666 -1.5676 2.4069 0.8393
"3052" 3052 "2012-08-12" "11:29:00" 635 -1.5858 2.389 0.8031
"3053" 3053 "2012-08-12" "11:44:00" 590 -1.5729 2.4186 0.8458
"3054" 3054 "2012-08-12" "11:59:00" 691 -1.5745 2.3806 0.8061
"3055" 3055 "2012-08-12" "12:14:00" 750 -1.5133 2.4827 0.9693
"3056" 3056 "2012-08-12" "12:29:00" 658 -1.5137 2.4802 0.9666
"3057" 3057 "2012-08-12" "12:44:00" 760 -1.5539 2.3947 0.8408
"3058" 3058 "2012-08-12" "12:59:00" 604 -1.6209 2.3692 0.7483
"3059" 3059 "2012-08-12" "13:14:00" 621 -1.5588 2.3833 0.8245
"3060" 3060 "2012-08-12" "13:29:00" 721 -1.6463 2.3814 0.7351
"3061" 3061 "2012-08-12" "13:44:00" 643 -1.5988 2.3686 0.7698
"3062" 3062 "2012-08-12" "13:59:00" 572 -1.5769 2.3969 0.8199
"3063" 3063 "2012-08-12" "14:14:00" 698 -1.5759 2.3997 0.8238
"3064" 3064 "2012-08-12" "14:29:00" 656 -1.5351 2.407 0.872
"3065" 3065 "2012-08-12" "14:44:00" 947 -1.3949 2.8046 1.4097
"3066" 3066 "2012-08-12" "14:59:00" 861 -1.5877 2.5401 0.9524
"3067" 3067 "2012-08-12" "15:14:00" 677 -1.5199 2.4904 0.9705
"3068" 3068 "2012-08-12" "15:29:00" 758 -1.5963 2.4974 0.9011
"3069" 3069 "2012-08-12" "15:44:00" 874 -1.5297 2.4828 0.9531
"3070" 3070 "2012-08-12" "15:59:00" 727 -1.5818 2.5186 0.9367
"3071" 3071 "2012-08-12" "16:14:00" 809 -1.4994 2.602 1.1026
"3072" 3072 "2012-08-12" "16:29:00" 654 -1.5795 2.4587 0.8792
"3073" 3073 "2012-08-12" "16:44:00" 764 -1.5092 2.483 0.9738
"3074" 3074 "2012-08-12" "16:59:00" 702 -1.5726 2.433 0.8604
"3075" 3075 "2012-08-12" "17:14:00" 818 -1.4658 2.4438 0.978
"3076" 3076 "2012-08-12" "17:29:00" 1032 -1.6211 2.5669 0.9457
"3077" 3077 "2012-08-12" "17:44:00" 913 -1.5772 2.4622 0.885
"3078" 3078 "2012-08-12" "17:59:00" 1041 -1.6878 2.4486 0.7608
"3079" 3079 "2012-08-12" "18:14:00" 843 -1.7117 2.5219 0.8102
"3080" 3080 "2012-08-12" "18:29:00" 903 -1.6024 2.4817 0.8793
"3081" 3081 "2012-08-12" "18:44:00" 1074 -1.6769 2.4134 0.7365
"3082" 3082 "2012-08-12" "18:59:00" 1246 -1.6027 2.5506 0.9478
"3083" 3083 "2012-08-12" "19:14:00" 974 -1.6057 2.5021 0.8963
"3084" 3084 "2012-08-12" "19:29:00" 1053 -1.5774 2.5147 0.9373
"3085" 3085 "2012-08-12" "19:44:00" 1404 -1.6752 2.5192 0.844
"3086" 3086 "2012-08-12" "19:59:00" 967 -1.7094 2.4726 0.7632
"3087" 3087 "2012-08-12" "20:14:00" 3132 -1.7235 2.2008 0.4773
