obiekt1,obiekt2,sk³adnik_z_ob1,sk³adnik_z_ob2,wart1,wart2
cim:Breaker,cim:PowerTransformerEnd,cim:IdentifiedObject.description,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:PowerTransformerEnd,cim:IdentifiedObject.description,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:PowerTransformerEnd,cim:IdentifiedObject.description,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:PowerTransformerEnd,cim:IdentifiedObject.description,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:PowerTransformerEnd,cim:IdentifiedObject.description,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Breaker,cim:EnergySource,cim:IdentifiedObject.description,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:Discrete,cim:Terminal,cim:Measurement.PowerSystemResource.rdf:resource,cim:Terminal.ConductingEquipment.rdf:resource,#_40a34efed55b4615ae850abd8935e39f,#_40a34efed55b4615ae850abd8935e39f
cim:Discrete,cim:Terminal,cim:Measurement.PowerSystemResource.rdf:resource,cim:Terminal.ConductingEquipment.rdf:resource,#_40a34efed55b4615ae850abd8935e39f,#_40a34efed55b4615ae850abd8935e39f
cim:CompositeSwitch,cim:Breaker,cim:Equipment.EquipmentContainer.rdf:resource,cim:IdentifiedObject.description,#_7fb315c8bc4143c4a94a593bd388f206,#_7fb315c8bc4143c4a94a593bd388f206
cim:CompositeSwitch,cim:CurrentTransformer,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_7fb315c8bc4143c4a94a593bd388f206,#_7fb315c8bc4143c4a94a593bd388f206
cim:CompositeSwitch,cim:ACLineSegment,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_7fb315c8bc4143c4a94a593bd388f206,#_7fb315c8bc4143c4a94a593bd388f206
cim:Jumper,cim:CompositeSwitch,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_603608aa590444fcbf2efb71c25a5f55,#_603608aa590444fcbf2efb71c25a5f55
cim:Jumper,cim:Breaker,cim:Equipment.EquipmentContainer.rdf:resource,cim:IdentifiedObject.description,#_603608aa590444fcbf2efb71c25a5f55,#_603608aa590444fcbf2efb71c25a5f55
cim:PotentialTransformer,cim:Fuse,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_4e9ced329c9c48658d7d208d53e907b5,#_4e9ced329c9c48658d7d208d53e907b5
cim:BusbarSection,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_c7b81b34efc84cdd9d1fbc9722bd08f1,#_c7b81b34efc84cdd9d1fbc9722bd08f1
cim:BusbarSection,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_c7b81b34efc84cdd9d1fbc9722bd08f1,#_c7b81b34efc84cdd9d1fbc9722bd08f1
cim:Analog,cim:Disconnector,cim:Measurement.PowerSystemResource.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_fed8bc7a1fe149d4ba1d82b8135e13e7,#_fed8bc7a1fe149d4ba1d82b8135e13e7
cim:Analog,cim:Disconnector,cim:Measurement.PowerSystemResource.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_fed8bc7a1fe149d4ba1d82b8135e13e7,#_fed8bc7a1fe149d4ba1d82b8135e13e7
cim:Analog,cim:CurrentTransformer,cim:Measurement.PowerSystemResource.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_fed8bc7a1fe149d4ba1d82b8135e13e7,#_fed8bc7a1fe149d4ba1d82b8135e13e7
cim:Analog,cim:CurrentTransformer,cim:Measurement.Terminal.rdf:resource,cim:AuxiliaryEquipment.Terminal.rdf:resource,#_40932ce00f6341048a88277ef8a62d95,#_40932ce00f6341048a88277ef8a62d95
cim:Resistor,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Resistor,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Resistor,cim:Ground,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Resistor,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Resistor,cim:CurrentTransformer,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Resistor,cim:ACLineSegment,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Ground,cim:ConnectivityNode,cim:Equipment.EquipmentContainer.rdf:resource,cim:ConnectivityNode.ConnectivityNodeContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Ground,cim:CurrentTransformer,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:Ground,cim:ACLineSegment,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_e2d8b55e4d264c9390529313b4922d12,#_e2d8b55e4d264c9390529313b4922d12
cim:CurrentTransformer,cim:ACLineSegment,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_510f3a8c02234f46a7e65250f909ea01,#_510f3a8c02234f46a7e65250f909ea01
cim:SeriesCompensator,cim:Ground,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_35c3004fe85e49d2a07f9d7e14926bc5,#_35c3004fe85e49d2a07f9d7e14926bc5
cim:SeriesCompensator,cim:Ground,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_35c3004fe85e49d2a07f9d7e14926bc5,#_35c3004fe85e49d2a07f9d7e14926bc5
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:PowerTransformerEnd,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ExternalNetworkInjection,cim:EnergySource,cim:ConductingEquipment.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:ShuntCompensator,cim:ACLineSegment,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_d3dbc85b4202454ca4f33d17b39e834e,#_d3dbc85b4202454ca4f33d17b39e834e
cim:ShuntCompensator,cim:CurrentTransformer,cim:Equipment.EquipmentContainer.rdf:resource,cim:Equipment.EquipmentContainer.rdf:resource,#_d3dbc85b4202454ca4f33d17b39e834e,#_d3dbc85b4202454ca4f33d17b39e834e
